emp_length,state,homeownership,annual_income,debt_to_income,delinq_2y,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,total_collection_amount_ever,accounts_opened_24m,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,public_record_bankrupt,loan_amount,term,interest_rate,installment,loan_status,balance,paid_total,credit_line_utilization,credit_utilization,num_accounts_past_due,cc_utilization,delinquent_history,credit_duration,has_credit_inquiries_last_12m,has_collection_accounts,has_accounts_opened_24m,has_bankrupt_history,has_past_due_accounts,debt_limit_exceded,is_bad_loan,is_homeowner
5.0,OH,RENT,138000.0,6.84,0,2000,4,34,14,49041,32424,0,11,14,0.0,0,4,14500,22,13,6,2,90.6,1,3000,36,10.42,97.4,Current,2637.0,485.26,41.18,66.12,0.0,59.09,True,21,True,False,True,True,False,False,0,False
10.0,CT,MORTGAGE,58000.0,29.53,0,2000,3,33,16,328470,55116,0,4,16,0.0,0,5,37700,23,13,8,3,97.0,0,39600,36,22.91,1531.05,Current,36410.01,6073.8,48.48,16.78,0.0,56.52,True,21,True,False,True,False,False,True,0,True
2.0,WA,MORTGAGE,63000.0,33.62,0,1986,3,21,14,378813,61472,0,6,14,0.0,0,4,24200,9,9,5,4,100.0,1,18875,36,14.07,645.75,Current,17147.14,2568.25,66.67,16.23,0.0,100.0,True,35,True,False,True,True,False,False,0,True
10.0,MO,MORTGAGE,120000.0,28.61,2,2000,2,37,16,281562,207677,0,4,16,0.0,0,3,59500,11,8,3,2,91.4,0,40000,36,15.05,1387.6,Current,35457.82,6904.56,43.24,73.76,0.0,72.73,False,21,True,False,True,False,False,False,0,True
8.0,NY,MORTGAGE,78000.0,20.12,0,2006,1,12,8,195279,35575,0,2,8,0.0,0,1,8000,5,3,3,2,100.0,0,15000,60,9.93,318.19,Current,14013.48,1582.67,66.67,18.22,0.0,60.0,True,15,True,False,True,False,False,True,0,True
6.0,MS,RENT,44000.0,29.49,1,2009,1,14,10,54414,31689,0,5,9,0.0,0,3,17000,8,7,4,0,92.9,1,6000,36,16.01,210.98,Current,5601.95,622.27,71.43,58.24,0.0,87.5,False,12,True,False,True,True,False,False,0,False
1.0,CA,MORTGAGE,102000.0,33.14,0,2000,5,27,13,686821,82328,0,4,13,0.0,0,2,7900,9,5,3,5,88.9,0,12500,60,12.62,281.99,Current,11731.34,1392.42,48.15,11.99,0.0,55.56,True,21,True,False,True,False,False,True,0,True
3.0,AK,MORTGAGE,39332.8,15.09,0,1996,2,25,14,149929,13269,517,7,14,0.0,0,6,38300,20,11,6,1,100.0,0,9500,36,7.35,294.86,Current,8302.05,1445.21,56.0,8.85,0.0,55.0,True,25,True,True,True,False,False,False,0,True
0.0,SC,MORTGAGE,140000.0,17.75,0,1993,2,32,22,232652,72225,0,7,22,0.0,0,5,29200,24,17,9,1,100.0,0,13000,60,15.04,309.55,Current,12704.93,608.24,68.75,31.04,0.0,70.83,True,28,True,False,True,False,False,False,0,True
1.0,NJ,RENT,19000.0,41.44,0,2011,6,10,8,42784,22378,0,4,8,0.0,0,3,20100,6,6,3,0,100.0,0,20000,36,9.44,640.1,Current,18046.03,2539.42,80.0,52.3,0.0,100.0,True,10,True,False,True,False,False,False,0,False
3.0,CA,MORTGAGE,60000.0,5.74,0,1993,3,13,3,18200,10938,0,1,3,0.0,0,1,17900,8,3,1,0,84.6,0,35000,36,16.01,1230.67,Current,31883.47,4860.42,23.08,60.1,0.0,37.5,True,28,True,False,True,False,False,True,0,True
0.0,GA,RENT,55000.0,37.03,0,2000,1,35,19,299283,65077,0,1,19,0.0,0,3,50400,26,15,7,1,100.0,0,16700,36,6.72,513.52,Current,15005.84,2047.85,54.29,21.74,0.0,57.69,True,21,True,False,True,False,False,False,0,False
10.0,GA,RENT,100000.0,18.18,0,2004,5,29,18,775274,54831,0,10,18,0.0,0,8,41600,14,13,12,7,89.3,0,15000,36,9.93,483.52,Current,13173.04,2401.05,62.07,7.07,0.0,92.86,True,17,True,False,True,False,False,False,0,False
10.0,TX,MORTGAGE,170000.0,13.67,0,2008,1,20,9,390580,82538,0,5,9,0.0,0,3,51200,11,7,5,3,100.0,0,40000,36,11.99,1328.39,Current,19229.06,22286.92,45.0,21.13,0.0,63.64,True,13,True,False,True,False,False,False,0,True
0.0,MI,MORTGAGE,85000.0,13.0,0,2006,4,29,13,131847,69595,0,5,13,0.0,0,3,47800,15,7,3,2,100.0,0,24000,36,9.93,773.63,Fully Paid,0.0,24703.33021843,44.83,52.78,0.0,46.67,True,15,True,False,True,False,False,False,0,True
9.0,FL,RENT,71000.0,24.29,0,2006,2,19,10,83276,61726,0,6,10,0.0,0,4,6600,7,6,6,0,100.0,1,4000,36,10.41,129.85,Current,3712.07,387.24,52.63,74.12,0.0,85.71,True,15,True,False,True,True,False,False,0,False
10.0,TN,MORTGAGE,195000.0,24.81,0,2007,0,36,23,491173,263885,0,3,23,0.0,0,6,78300,17,13,9,4,100.0,0,35000,36,13.59,1189.26,Current,30944.76,5919.88,63.89,53.73,0.0,76.47,True,14,False,False,True,False,False,False,0,True
7.0,TX,RENT,60000.0,16.34,0,1997,1,17,9,49180,30630,0,8,8,0.0,0,3,14600,12,8,6,1,82.4,1,13500,60,14.08,314.69,Fully Paid,0.0,14212.573982942,52.94,62.28,0.0,66.67,True,24,True,False,True,True,False,False,0,False
10.0,NY,RENT,50000.0,13.97,0,2005,0,7,6,20700,15957,0,2,6,0.0,0,2,3400,4,3,3,0,85.7,0,20000,36,19.03,733.43,Current,18294.92,2891.43,85.71,77.09,0.0,75.0,True,16,False,False,True,False,False,True,0,False
6.0,VA,RENT,48000.0,22.08,0,2006,0,14,5,58024,16113,0,1,5,0.0,0,2,20000,11,3,2,0,100.0,0,10000,36,6.08,304.59,Current,8976.56,1211.6,35.71,27.77,0.0,27.27,True,15,False,False,True,False,False,False,0,False
4.0,OH,OWN,39000.0,23.05,0,1988,2,25,15,83819,18667,0,5,15,0.0,0,3,10500,19,12,5,2,92.0,0,3500,36,11.99,116.24,Current,3170.02,459.13,60.0,22.27,0.0,63.16,True,33,True,False,True,False,False,False,0,True
10.0,GA,MORTGAGE,104000.0,10.97,0,2003,1,68,35,360361,30916,0,7,35,0.0,0,13,164100,45,29,16,2,100.0,0,9000,36,5.31,271.0,Current,8303.4,810.34,51.47,8.58,0.0,64.44,True,18,True,False,True,False,False,False,0,True
5.0,WA,MORTGAGE,85000.0,34.55,0,1998,1,26,13,433346,141504,138,8,13,0.0,0,4,24100,11,6,5,2,92.0,0,15000,60,12.62,338.39,Current,14265.96,1343.04,50.0,32.65,0.0,54.55,True,23,True,True,True,False,False,False,0,True
9.0,CA,RENT,66913.6,12.89,0,2006,0,24,12,39490,16240,995,6,12,0.0,0,2,10500,19,10,3,0,100.0,0,5000,36,13.59,169.9,Current,4420.65,845.72,50.0,41.12,0.0,52.63,True,15,False,True,True,False,False,False,0,False
5.0,MN,RENT,60000.0,15.26,0,2012,3,12,6,39195,11985,0,4,6,0.0,0,1,9800,6,4,1,0,83.3,0,5000,36,13.59,169.9,Current,4420.65,845.72,50.0,30.58,0.0,66.67,True,9,True,False,True,False,False,False,0,False
1.0,NY,OWN,45000.0,34.83,0,1999,3,24,15,99830,94068,0,4,15,0.0,0,2,17500,6,6,4,0,100.0,1,2200,36,11.98,73.06,Current,2045.17,217.72,62.5,94.23,0.0,100.0,True,22,True,False,True,True,False,False,0,True
3.0,OH,MORTGAGE,140000.0,37.22,0,2002,0,78,34,412549,121863,0,3,34,0.0,0,14,61700,34,27,21,4,100.0,0,10000,36,14.08,342.17,Current,8849.12,1703.03,43.59,29.54,0.0,79.41,True,19,False,False,True,False,False,False,0,True
1.0,CA,RENT,170000.0,12.47,0,1999,0,10,3,66000,50211,0,1,3,0.0,0,1,26000,3,2,1,0,100.0,0,2000,36,15.05,69.38,Fully Paid,0.0,2010.9552777781,30.0,76.08,0.0,66.67,True,22,False,False,True,False,False,False,0,False
10.0,MA,RENT,53000.0,9.76,0,2012,1,12,11,23699,11230,1167,5,11,0.0,0,3,3500,10,10,7,0,100.0,0,6025,36,12.62,201.91,Current,5317.54,1005.33,91.67,47.39,0.0,100.0,True,9,True,True,True,False,False,True,0,False
4.0,FL,MORTGAGE,52000.0,4.57,0,1993,0,22,9,129317,5750,0,2,9,0.0,0,3,8200,11,8,4,4,86.4,0,28000,60,10.9,607.4,Current,26931.15,1788.29,40.91,4.45,0.0,72.73,True,28,False,False,True,False,False,True,0,True
10.0,CA,MORTGAGE,190000.0,12.33,0,1990,1,54,13,1049446,266631,0,6,13,0.0,0,3,25100,7,4,3,13,97.9,0,10000,60,10.9,216.93,Current,9618.26,644.73,24.07,25.41,0.0,57.14,True,31,True,False,True,False,False,False,0,True
8.0,VA,RENT,132000.0,9.43,0,2003,3,19,6,84700,38172,0,4,6,0.0,0,1,59700,9,5,1,0,100.0,0,38400,36,6.72,1180.78,Current,33516.91,5875.23,31.58,45.07,0.0,55.56,True,18,True,False,True,False,False,False,0,False
7.0,KY,OWN,99000.0,10.07,0,2000,0,21,9,51900,33756,0,0,9,0.0,0,7,50900,15,9,7,2,90.5,0,40000,36,9.92,1289.19,Current,37100.59,3823.48,42.86,65.04,0.0,60.0,True,21,False,False,False,False,False,False,0,True
5.0,OH,RENT,48222.0,12.22,0,1999,0,15,9,46500,38826,854,7,9,0.0,0,2,15600,9,5,4,0,80.0,0,18000,60,16.02,437.92,Current,16985.9,2157.56,60.0,83.5,0.0,55.56,True,22,False,True,True,False,False,True,0,False
2.0,CA,RENT,89000.0,2.2,0,2006,0,4,3,12600,5173,382,0,3,0.0,0,2,11100,4,3,3,0,100.0,0,10000,36,9.43,320.01,Current,9270.01,949.55,75.0,41.06,0.0,75.0,True,15,False,True,False,False,False,False,0,False
4.0,PA,OWN,200000.0,19.66,0,2004,5,31,16,333833,136733,0,7,16,0.0,0,3,54500,9,7,4,4,100.0,0,27000,60,11.99,600.47,Current,25657.26,2383.9,51.61,40.96,0.0,77.78,True,17,True,False,True,False,False,False,0,True
10.0,TX,RENT,128500.0,20.57,0,1984,0,20,13,162560,48912,0,3,13,0.0,0,6,96400,14,11,7,0,100.0,0,24000,36,6.72,737.99,Current,21565.28,2943.0,65.0,30.09,0.0,78.57,True,37,False,False,True,False,False,False,0,False
10.0,NY,RENT,60000.0,28.46,0,2003,0,32,25,82298,43466,0,2,25,0.0,0,13,45800,24,21,16,0,100.0,0,10000,36,13.58,339.74,Current,9078.2,1321.93,78.12,52.82,0.0,87.5,True,18,False,False,True,False,False,False,0,False
1.0,LA,OWN,53000.0,13.63,0,2000,0,7,6,37700,16835,0,3,6,0.0,0,2,27700,5,5,2,0,100.0,0,6250,36,9.92,201.44,Current,5796.96,600.88,85.71,44.66,0.0,100.0,True,21,False,False,True,False,False,False,0,True
10.0,AZ,MORTGAGE,150000.0,14.91,0,1995,1,31,9,275181,112977,0,4,9,0.0,0,6,65800,13,7,7,4,100.0,0,25000,36,10.41,811.51,Current,23200.57,2405.61,29.03,41.06,0.0,53.85,True,26,True,False,True,False,False,False,0,True
0.0,FL,RENT,31000.0,5.3,0,2014,0,3,3,7500,4446,0,2,3,0.0,0,2,5900,3,3,3,0,100.0,0,4000,36,10.91,130.79,Current,3617.12,520.74,100.0,59.28,0.0,100.0,True,7,False,False,True,False,False,False,0,False
10.0,FL,RENT,70000.0,32.85,0,1998,3,20,11,86022,61119,0,2,11,0.0,0,2,8300,12,8,6,0,100.0,0,36000,60,12.61,811.95,Current,35128.14,1598.68,55.0,71.05,0.0,66.67,True,23,True,False,True,False,False,True,0,False
10.0,IN,MORTGAGE,75000.0,10.94,3,2004,4,18,10,63476,22511,0,3,10,0.0,0,4,34000,14,9,4,1,77.8,0,12000,36,10.91,392.36,Current,10557.71,1954.53,55.56,35.46,0.0,64.29,False,17,True,False,True,False,False,False,0,True
10.0,CA,RENT,105000.0,10.15,0,2006,1,10,5,51073,35129,0,0,5,0.0,0,3,9000,7,4,3,0,100.0,0,20000,36,6.07,609.08,Current,18468.54,1820.5,50.0,68.78,0.0,57.14,True,15,True,False,False,False,False,True,0,False
2.0,NC,RENT,65000.0,11.12,0,2002,0,17,6,57074,17920,0,1,6,0.0,0,2,37000,14,5,2,2,81.3,0,20000,36,10.42,649.3,Current,18073.8,2585.62,35.29,31.4,0.0,35.71,True,19,False,False,True,False,False,False,0,False
2.0,NJ,MORTGAGE,88000.0,17.84,0,2009,6,11,7,382461,58515,0,4,7,0.0,0,3,31100,4,4,4,1,100.0,0,16000,36,9.43,512.01,Current,14832.04,1527.65,63.64,15.3,0.0,100.0,True,12,True,False,True,False,False,False,0,True
5.0,FL,MORTGAGE,25000.0,58.92,0,2011,1,16,14,314444,23583,0,4,14,0.0,0,3,16300,11,10,5,1,100.0,0,21000,36,6.08,639.63,Current,19392.19,1911.8,87.5,7.5,0.0,90.91,True,10,True,False,True,False,False,True,0,True
2.0,RI,MORTGAGE,85000.0,21.6,1,2006,4,27,9,283647,59178,0,9,9,0.0,0,3,34300,17,6,6,2,96.3,0,20000,60,10.91,433.96,Current,18977.66,1723.72,33.33,20.86,0.0,35.29,False,15,True,False,True,False,False,False,0,True
10.0,TX,OWN,139000.0,19.4,0,1997,1,16,10,372100,102778,0,1,10,0.0,0,5,73100,11,8,6,2,100.0,0,7200,36,6.07,219.27,Current,6648.67,652.95,62.5,27.62,0.0,72.73,True,24,True,False,True,False,False,False,0,True
2.0,WA,RENT,113000.0,23.57,0,2003,3,30,16,467262,63476,0,7,16,0.0,0,3,47500,13,11,6,6,90.0,0,22000,60,9.44,461.4,Current,20832.99,1834.06,53.33,13.58,0.0,84.62,True,18,True,False,True,False,False,False,0,False
3.0,CA,RENT,28000.0,14.66,0,2012,0,4,3,10700,7659,78,1,3,0.0,0,2,5700,3,2,2,0,100.0,0,10000,36,16.02,351.67,Current,9336.71,1099.51,75.0,71.58,0.0,66.67,True,9,False,True,True,False,False,True,0,False
10.0,KY,MORTGAGE,90000.0,6.07,0,1998,2,9,6,199035,12843,554,2,6,0.0,0,1,4000,2,2,1,1,88.9,0,8500,36,10.42,275.96,Current,7471.54,1374.88,66.67,6.45,0.0,100.0,True,23,True,True,True,False,False,True,0,True
9.0,NJ,MORTGAGE,86500.0,25.17,0,2003,4,32,17,400642,73626,0,0,17,0.0,0,3,25100,16,9,3,1,100.0,0,15000,60,9.44,314.59,Current,14001.46,1565.08,53.12,18.38,0.0,56.25,True,18,True,False,False,False,False,False,0,True
0.0,NJ,RENT,70020.0,7.88,0,2011,0,10,10,32900,24367,0,1,10,0.0,0,3,9200,3,3,3,0,100.0,0,5000,36,7.34,155.17,Current,4623.95,463.47,100.0,74.06,0.0,100.0,True,10,False,False,True,False,False,False,0,False
10.0,NY,MORTGAGE,210000.0,16.89,1,2005,2,32,16,542619,81712,0,5,16,0.0,0,5,40700,25,13,8,2,93.8,0,30000,36,19.42,1106.07,Current,28108.0,3285.84,50.0,15.06,0.0,52.0,False,16,True,False,True,False,False,False,0,True
10.0,WA,RENT,86000.0,14.26,1,1978,0,26,18,50849,33189,0,1,18,0.0,0,5,18900,21,15,12,1,96.2,0,21000,36,15.05,728.49,Fully Paid,0.0,22224.272359852,69.23,65.27,0.0,71.43,False,43,False,False,True,False,False,True,0,False
10.0,NY,MORTGAGE,53000.0,8.88,1,1989,0,20,11,51795,11635,0,3,11,0.0,0,6,18000,16,10,7,1,70.0,0,20000,60,16.02,486.58,Current,19103.93,1928.52,55.0,22.46,0.0,62.5,False,32,False,False,True,False,False,True,0,True
0.0,CA,RENT,65000.0,16.06,0,2009,0,13,10,41463,27378,0,2,10,0.0,0,4,19800,7,6,6,0,100.0,0,21600,60,16.02,525.5,Current,20879.04,1701.46,76.92,66.03,0.0,85.71,True,12,False,False,True,False,False,True,0,False
1.0,IL,RENT,80000.0,10.52,0,2003,2,24,12,69538,42442,0,10,12,0.0,0,2,20900,10,9,4,4,100.0,0,28000,60,14.07,652.53,Current,27015.86,1913.82,50.0,61.03,0.0,90.0,True,18,True,False,True,False,False,True,0,False
4.0,MN,MORTGAGE,90000.0,18.42,0,2001,1,37,18,484700,41941,0,2,18,0.0,0,7,51100,31,17,11,2,94.4,0,35000,36,10.41,1136.11,Current,33327.81,2251.98,48.65,8.65,0.0,54.84,True,20,True,False,True,False,False,False,0,True
10.0,NY,MORTGAGE,40000.0,32.34,0,1992,4,40,8,75917,56614,0,7,8,,0,2,7250,23,5,4,0,100.0,0,5000,36,14.08,171.09,Current,4492.21,730.45,20.0,74.57,,21.74,True,29,True,False,True,False,False,False,0,True
9.0,KS,MORTGAGE,72000.0,30.83,0,2001,0,22,11,102654,125947,0,5,11,0.0,0,2,28800,12,8,7,4,100.0,1,6000,36,11.99,199.26,Current,5434.35,789.05,50.0,122.69,0.0,66.67,True,20,False,False,True,True,False,False,0,True
0.0,NC,RENT,90000.0,11.96,0,1998,0,18,9,86376,57302,0,2,9,0.0,0,3,38700,13,7,4,0,100.0,0,25000,60,10.42,536.36,Current,23375.65,2667.33,50.0,66.34,0.0,53.85,True,23,False,False,True,False,False,False,0,False
3.0,TX,MORTGAGE,35000.0,44.07,1,2007,1,25,9,107098,81205,0,4,9,0.0,0,1,7000,9,1,1,1,100.0,0,15000,60,13.59,345.85,Current,14466.07,1026.23,36.0,75.82,0.0,11.11,True,14,True,False,True,False,False,True,0,True
8.0,NE,MORTGAGE,50000.0,32.48,0,2002,4,28,18,341579,56744,0,7,18,0.0,0,3,41800,10,8,3,1,100.0,0,8000,36,6.08,243.67,Current,6696.17,1501.78,64.29,16.61,0.0,80.0,True,19,True,False,True,False,False,False,0,True
4.0,CA,MORTGAGE,93000.0,29.87,2,1998,0,25,11,201416,122698,0,0,11,0.0,0,3,18900,10,7,4,3,87.5,0,35200,36,6.71,1082.22,Current,33424.25,2216.94,44.0,60.92,0.0,70.0,False,23,False,False,False,False,False,True,0,True
10.0,TX,MORTGAGE,60000.0,19.24,0,2007,3,19,9,64017,43871,1127,3,9,0.0,0,4,13500,13,8,5,0,100.0,0,6000,36,10.42,194.79,Current,5274.05,967.0,47.37,68.53,0.0,61.54,True,14,True,True,True,False,False,False,0,True
10.0,LA,OWN,28000.0,19.76,0,2000,1,18,11,27800,5833,111,3,11,0.0,0,6,15800,16,10,10,0,100.0,0,6000,36,7.34,186.2,Current,5548.75,556.15,61.11,20.98,0.0,62.5,True,21,True,True,True,False,False,False,0,True
10.0,MO,RENT,27000.0,20.68,1,2003,0,11,5,24425,10089,1241,1,5,0.0,0,2,4000,8,4,3,0,81.8,0,10000,36,17.47,358.88,Current,9570.3,708.05,45.45,41.31,0.0,50.0,False,18,False,True,True,False,False,True,0,False
10.0,NJ,OWN,300000.0,9.94,0,2000,0,15,12,610407,69767,0,8,12,0.0,0,3,40500,9,8,5,2,86.7,0,35000,36,9.93,1128.21,Current,30737.11,5602.43,80.0,11.43,0.0,88.89,True,21,False,False,True,False,False,False,0,True
3.0,PA,MORTGAGE,250000.0,1.43,0,1999,6,5,4,31642,13806,0,4,4,0.0,0,3,22800,4,3,3,0,80.0,0,35000,60,17.09,871.54,Current,33475.49,3452.93,80.0,43.63,0.0,75.0,True,22,True,False,True,False,False,True,0,True
7.0,OH,MORTGAGE,100000.0,20.38,0,1995,0,36,17,475575,90204,0,5,17,0.0,0,2,25200,17,7,7,2,97.2,0,24000,60,12.62,541.42,Current,22524.18,2673.45,47.22,18.97,0.0,41.18,True,26,False,False,True,False,False,False,0,True
2.0,NY,RENT,45000.0,1.12,1,2005,5,3,2,5100,1030,0,1,2,0.0,0,1,3800,3,2,1,0,50.0,0,15000,60,21.45,409.61,Current,14418.7,1620.56,66.67,20.2,0.0,66.67,False,16,True,False,True,False,False,True,0,False
7.0,NJ,MORTGAGE,120000.0,7.19,0,1998,2,17,12,94605,39663,0,4,12,0.0,0,5,45900,13,9,6,0,92.3,0,40000,60,9.93,848.51,Current,38434.59,2501.4,70.59,41.92,0.0,69.23,True,23,True,False,True,False,False,False,0,True
8.0,MA,OWN,70000.0,28.74,0,1992,0,16,10,89841,41864,0,1,10,0.0,0,3,26800,12,8,4,1,100.0,0,10000,36,6.72,307.5,Current,8986.08,1250.54,62.5,46.6,0.0,66.67,True,29,False,False,True,False,False,False,0,True
5.0,GA,OWN,93000.0,30.81,0,2005,6,38,24,337181,81639,0,10,24,0.0,0,7,97900,28,18,8,3,100.0,0,24000,60,16.01,583.77,Current,23470.4,1210.24,63.16,24.21,0.0,64.29,True,16,True,False,True,False,False,False,0,True
2.0,NY,RENT,50000.0,7.42,0,1997,1,29,18,39550,19368,0,2,18,0.0,0,5,11800,21,13,6,0,82.8,0,10000,36,7.96,313.18,Current,9254.54,930.7,62.07,48.97,0.0,61.9,True,24,True,False,True,False,False,False,0,False
4.0,GA,MORTGAGE,65000.0,21.62,0,1999,5,29,12,208260,59248,0,9,12,0.0,0,1,7400,16,9,6,2,89.7,0,9500,36,10.42,308.42,Fully Paid,0.0,9851.8524838818,41.38,28.45,0.0,56.25,True,22,True,False,True,False,False,True,0,True
10.0,WV,MORTGAGE,111000.0,6.24,0,1995,1,18,12,156579,14735,0,3,12,0.0,0,4,72700,11,9,6,3,100.0,0,11500,36,6.08,350.27,Current,10025.11,1747.47,66.67,9.41,0.0,81.82,True,26,True,False,True,False,False,False,0,True
2.0,IL,OWN,96000.0,22.18,0,1994,1,36,20,150424,104955,7555,2,20,0.0,0,7,47800,15,10,8,1,100.0,0,18000,36,6.72,553.49,Current,15711.06,2750.65,55.56,69.77,0.0,66.67,True,27,True,True,True,False,False,False,0,True
4.0,FL,MORTGAGE,30000.0,25.63,0,2002,0,15,11,112718,13015,2204,5,11,0.0,0,3,11000,9,8,8,2,100.0,0,10000,36,5.31,301.11,Current,9226.01,900.38,73.33,11.55,0.0,88.89,True,19,False,True,True,False,False,False,0,True
0.0,CO,MORTGAGE,44000.0,34.0,0,1979,1,17,8,266755,31307,0,2,8,0.0,0,4,40000,11,4,4,2,94.1,0,6000,36,10.42,194.79,Current,5274.05,967.0,47.06,11.74,0.0,36.36,True,42,True,False,True,False,False,False,0,True
10.0,NC,MORTGAGE,55000.0,36.74,0,2007,0,17,12,103252,42845,0,4,12,0.0,0,7,18700,10,10,10,1,94.1,1,30000,60,25.81,894.85,Current,29495.43,1746.68,70.59,41.5,0.0,100.0,True,14,False,False,True,True,False,True,0,True
8.0,NY,RENT,70000.0,27.23,0,1988,0,12,9,98200,39632,0,0,9,0.0,0,5,78200,11,8,5,0,100.0,0,15000,36,7.35,465.57,Current,13012.12,2333.74,75.0,40.36,0.0,72.73,True,33,False,False,False,False,False,False,0,False
8.0,MI,MORTGAGE,95000.0,5.85,0,1997,3,18,9,107363,15565,100,5,9,0.0,0,4,32200,7,6,4,3,88.9,0,14000,60,10.9,303.7,Current,13465.57,932.29,50.0,14.5,0.0,85.71,True,24,True,True,True,False,False,False,0,True
10.0,FL,MORTGAGE,80000.0,18.24,0,2008,1,17,7,234073,50495,0,5,7,0.0,0,2,6100,6,3,2,1,94.1,0,10000,36,16.02,351.67,Current,8879.63,1749.45,41.18,21.57,0.0,50.0,True,13,True,False,True,False,False,True,0,True
1.0,CA,RENT,54800.0,25.05,0,2008,0,7,4,89188,58185,92,1,4,0.0,0,2,38500,3,3,2,0,100.0,0,6000,36,9.92,193.38,Current,5565.08,573.53,57.14,65.24,0.0,100.0,True,13,False,True,True,False,False,False,0,False
3.0,ND,RENT,110000.0,2.69,0,2004,1,14,7,79104,8957,0,7,7,0.0,0,5,74500,11,5,5,0,100.0,0,30000,36,6.71,922.35,Current,27723.52,2755.87,50.0,11.32,0.0,45.45,True,17,True,False,True,False,False,False,0,False
10.0,TX,RENT,65000.0,27.97,0,2004,1,37,16,64699,37140,0,2,16,0.0,0,7,22600,16,13,12,0,97.3,0,10000,36,14.08,342.17,Current,9084.7,1360.86,43.24,57.4,0.0,81.25,True,17,True,False,True,False,False,False,0,False
10.0,TX,RENT,54000.0,18.2,0,2000,9,37,10,109675,81948,0,8,10,0.0,0,4,20900,14,8,7,0,94.4,1,12000,36,9.44,384.06,Current,10528.73,1914.01,27.03,74.72,0.0,57.14,True,21,True,False,True,True,False,False,0,False
9.0,MD,MORTGAGE,169880.0,20.61,0,1998,3,35,15,767814,93966,5743,9,15,0.0,0,1,5200,16,8,5,7,74.3,0,16000,36,16.02,562.68,Charged Off,0.0,1673.8,42.86,12.24,0.0,50.0,True,23,True,True,True,False,False,True,1,True
4.0,WI,MORTGAGE,52000.0,10.96,0,2002,3,17,9,22813,11246,1492,3,9,0.0,0,2,5100,10,8,3,0,88.2,0,24000,36,10.42,779.16,Current,21096.21,3923.59,52.94,49.3,0.0,80.0,True,19,True,True,True,False,False,True,0,True
2.0,TX,RENT,58000.0,20.5,0,2003,1,23,8,75570,40535,0,5,8,0.0,0,1,22800,14,6,2,0,100.0,0,4000,36,7.97,125.3,Current,3601.11,499.43,34.78,53.64,0.0,42.86,True,18,True,False,True,False,False,False,0,False
10.0,IN,MORTGAGE,107000.0,20.45,0,1988,5,37,11,123603,93151,0,7,11,0.0,0,4,23900,18,9,7,5,91.7,0,8500,36,16.02,298.92,Current,7743.23,1176.77,29.73,75.36,0.0,50.0,True,33,True,False,True,False,False,False,0,True
10.0,TX,MORTGAGE,85000.0,18.04,0,2000,2,41,9,239132,62868,0,4,9,0.0,0,3,31900,24,7,5,6,100.0,0,3100,36,9.43,99.21,Current,2797.06,393.59,21.95,26.29,0.0,29.17,True,21,True,False,True,False,False,False,0,True
10.0,VA,MORTGAGE,185000.0,12.56,0,1974,1,57,28,556875,35459,0,17,28,0.0,0,4,10900,55,26,25,1,64.7,0,20000,36,11.98,664.1,Current,18592.74,1978.99,49.12,6.37,0.0,47.27,True,47,True,False,True,False,False,True,0,True
10.0,CO,OWN,125000.0,29.25,0,1990,0,30,14,719119,248381,0,2,14,0.0,0,2,26500,18,11,5,3,100.0,0,25000,60,10.9,542.32,Current,24045.67,1611.82,46.67,34.54,0.0,61.11,True,31,False,False,True,False,False,False,0,True
0.0,TX,RENT,28000.0,10.5,0,2004,0,9,3,46000,20436,0,0,3,0.0,0,0,0,2,2,1,2,100.0,0,21000,36,6.71,645.64,Current,19406.48,1929.09,33.33,44.43,0.0,100.0,True,17,False,False,False,False,False,True,0,False
2.0,MA,RENT,87000.0,13.44,0,2005,0,12,6,91706,46478,0,1,6,0.0,0,2,43000,7,4,2,0,100.0,0,8000,36,6.71,245.96,Current,7392.94,731.92,50.0,50.68,0.0,57.14,True,16,False,False,True,False,False,False,0,False
10.0,MO,MORTGAGE,200000.0,16.96,0,1996,1,22,11,319271,162435,0,5,11,0.0,0,6,69900,11,6,6,2,100.0,0,30000,36,19.03,1100.14,Fully Paid,0.0,30614.8410129548,50.0,50.88,0.0,54.55,True,25,True,False,True,False,False,False,0,True
10.0,IL,MORTGAGE,65000.0,16.77,0,2004,4,21,5,45042,31967,0,5,5,0.0,0,2,13500,2,2,2,1,100.0,0,20400,60,23.88,585.45,Current,19466.11,2900.19,23.81,70.97,0.0,100.0,True,17,True,False,True,False,False,True,0,True
3.0,IN,MORTGAGE,90000.0,8.47,0,2001,5,18,12,191864,21920,2817,5,12,0.0,0,7,22900,11,9,7,1,82.4,0,2500,36,10.9,81.73,Current,2321.32,243.68,66.67,11.42,0.0,81.82,True,20,True,True,True,False,False,False,0,True
1.0,IL,RENT,55000.0,9.8,0,2005,0,39,20,60800,61940,181,1,20,0.0,0,2,3300,2,2,2,0,97.3,0,15000,60,19.03,389.36,Current,14379.49,1517.79,51.28,101.88,0.0,100.0,True,16,False,True,True,False,False,True,0,False
